imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,OverallEffort_trimmedMean30,OverallEffort_mean,OverallEffort_sd,Answer.Q_COMPLEX_AVG,COMPLEX_sd,DIFFICULT_mean,DIFFICULT_sd,Intresting_mean,PAYMENT_mean,Intresting_sd,PAYMENT_sd,imageID,Input.timeAlloted,Input.reward,Input.hitsAvailable,Type,threshold,windows greater than threshold,largest connected window (no. of windows),The average size of connected regions,histogram_0,histogram_1,histogram_2,histogram_3,histogram_4,histogram_5,histogram_6,histogram_7,histogram_8,histogram_9,histogram_10,"25% of windows have density equal to or less","50% of windows have density equal to or less","75% of windows have density equal to or less","95% of windows have density equal to or less","98% of windows have density equal to or less","100% of windows have density equal to or less",a.count,a.innerHref(#),bonus,button,characters,div,fileSize,header.h1,header.h2,header.h3,header.h4,header.h5,img.count,img.over100px,img.under100px,input.count,input.required,input.type.button,input.type.checkbox,input.type.color,input.type.date,input.type.datetime,input.type.datetime-local,input.type.email,input.type.file,input.type.hidden,input.type.image,input.type.month,input.type.number,input.type.password,input.type.radio,input.type.range,input.type.reset,input.type.search,input.type.submit,input.type.tel,input.type.text,input.type.text.readonly,input.type.time,input.type.url,input.type.week,p,selection,span,textarea.count,video,z_sum_inputs,Sentences,Subclauses,Words,AvgWordLength,numUniqueStems,avgUniqueStems
330XZFCZ7RB627L6HWI9543W690TXG,60 minutes,0.050000000000000,13,IA,41.82,41.47,18.25,6.47,4.29,6.67,4.79,7.60,0.14,4.34,0.08,330XZFCZ7RB627L6HWI9543W690TXG,3600.0,0.05,13.0,3,0.3986,100.0,9.0,16.83,29.0,31.0,22.0,14.0,25.0,29.0,16.0,16.0,5.0,6.0,0.0,0.0,0.0,0.0,0.4256,0.6404,0.98,5.0,0.0,0.0,1.0,3191.0,63.0,10151.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,1.0,0.0,11.0,25.0,14.0,343.0,4.248704663212435,26.0,0.07580174927113703
33EWWXEH81XUPFZ4BLANE2SZQMJ40X,60 minutes,0.100000000000000,3,IF,45.44,44.77,19.01,6.46,5.68,5.00,4.10,5.69,0.18,4.29,0.11,33EWWXEH81XUPFZ4BLANE2SZQMJ40X,3600.0,0.1,3.0,4,0.2619,12.0,1.0,12.0,10.0,1.0,4.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,1433.0,6.0,5622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,17.0,3.0,167.0,3.9562289562289563,4.0,0.023952095808383235
33FLRCV01N0NF725EJLGLLU8UGYORG,60 seconds,0.100000000000000,100,IF,58.67,58.46,23.81,6.69,6.21,6.85,5.97,3.77,0.28,5.28,0.13,33FLRCV01N0NF725EJLGLLU8UGYORG,60.0,0.1,100.0,4,0.3883,8.0,1.0,8.0,4.0,3.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.0,0.0,2173.0,12.0,6633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,31.0,17.0,291.0,4.20722891566265,8.0,0.027491408934707903
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,16 Minutes,0.150000000000000,6,IA,41.56,41.54,18.88,7.77,4.42,6.92,4.09,8.46,0.21,5.67,0.16,33QM7VBL79CAH7ME53S2DMVHTOZ3QX,960.0,0.15,6.0,3,0.2311,152.0,21.0,17.89,98.0,57.0,72.0,46.0,22.0,19.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3196,0.472,0.72,37.0,0.0,3.0,0.0,10397.0,102.0,84160.0,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,170.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,132.0,3.0,54.0,2.0,0.0,27.0,129.0,42.0,2771.0,3.044957983193277,49.0,0.017683146878383255
33RX46D1RXVH625SCIG7UWSYT80X1J,30 minutes,0.040000000000000,85,IA,29.90,31.07,14.08,2.50,2.03,2.07,1.59,7.50,0.15,5.75,0.10,33RX46D1RXVH625SCIG7UWSYT80X1J,1800.0,0.04,85.0,3,0.3556,73.0,3.0,18.25,37.0,16.0,33.0,8.0,22.0,4.0,32.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.2736,0.62,0.82,5.0,0.0,1.0,0.0,2388.0,4.0,7090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,2.0,27.0,12.0,254.0,3.841796875,24.0,0.09448818897637795
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,30 minutes,0.300000000000000,1,CC,44.25,46.08,16.40,6.00,5.91,6.25,4.27,8.83,0.68,5.87,1.25,33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,1800.0,0.3,1.0,2,0.5048,86.0,6.0,14.33,19.0,17.0,26.0,16.0,11.0,24.0,9.0,12.0,13.0,28.0,0.0,0.0,0.0,0.0,0.44,0.82,1.0,1.0,0.0,0.0,0.0,2075.0,16.0,6526.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.0,30.0,10.0,318.0,4.048426150121065,1.0,0.0031446540880503146
344RGS4J7S874QSQIPH3B5TQWFPMPU,60 minutes,0.000000000000000,1,SV,10.73,12.20,7.82,0.53,1.60,0.40,1.30,6.60,0.06,6.49,0.07,344RGS4J7S874QSQIPH3B5TQWFPMPU,3600.0,0.0,1.0,1,0.5709,25.0,2.0,12.5,4.0,14.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.14,0.96,1.0,0.0,0.0,0.0,1182.0,19.0,4217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,10.0,5.0,144.0,4.525114155251141,1.0,0.006944444444444444
34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,15 minutes,0.050000000000000,118,IA,39.00,39.18,15.26,6.18,3.54,5.64,2.69,9.27,0.06,4.61,0.04,34B3PHKY7L0QRWI1JO5S4NCKMT3NE1,900.0,0.05,118.0,3,0.4328,14.0,1.0,14.0,9.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,885.0,15.0,3945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,11.0,6.0,74.0,4.16,9.0,0.12162162162162163
34KQN2TBKTGWLIK008X22C5QD2JSAJ,45 minutes,0.040000000000000,1205,CC,43.50,44.21,17.08,3.64,4.53,5.14,5.43,6.50,0.12,7.81,0.12,34KQN2TBKTGWLIK008X22C5QD2JSAJ,2700.0,0.04,1205.0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,21542.0,506.0,130256.0,0.0,0.0,1.0,5.0,0.0,31.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,124.0,30.0,0.0,30.0,468.0,53.0,2679.0,4.958385481852315,0.0,0.0
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,45minutes,0.140000000000000,8216,CC,42.09,44.00,16.84,4.40,4.40,4.07,3.86,7.27,0.19,6.18,0.11,34RF8KPUOTU14SPS6MXYXNPWVK7SBH,2700.0,0.14,8216.0,2,0.1371,19.0,1.0,19.0,18.0,24.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.7132,6.0,0.0,0.0,2.0,14533.0,311.0,80059.0,0.0,0.0,1.0,4.0,0.0,19.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,76.0,18.0,0.0,18.0,308.0,41.0,1818.0,4.899497487437186,1.0,0.00055005500550055
34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,20 minutes,0.500000000000000,1,CC,50.50,55.92,32.43,8.67,6.67,6.33,4.38,3.42,0.72,4.12,0.38,34YKDDZP3UMABNHOK8ECJ4FCOZJWHB,1200.0,0.5,1.0,2,0.4329,118.0,10.0,17.0,37.0,10.0,41.0,30.0,32.0,30.0,16.0,22.0,18.0,6.0,0.0,0.0,0.0,0.0,0.4864,0.72,1.0,35.0,0.0,3.0,0.0,5604.0,58.0,38335.0,0.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,1.0,0.0,11.0,75.0,8.0,2309.0,2.7865685372585096,2.0,0.0008661758336942399
3568B45QGKRG3Y1LZDHA1JA6BSCO3E,5 hours,3.000000000000000,1,IA,44.71,46.45,15.72,5.91,4.53,3.82,4.12,14.64,2.36,2.94,0.94,3568B45QGKRG3Y1LZDHA1JA6BSCO3E,18000.0,3.0,1.0,3,0.4587,17.0,3.0,5.67,5.0,4.0,4.0,5.0,4.0,5.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.0,0.0,0.0,10.0,9078.0,553.0,62111.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,10.0,10.0,30.0,42.0,137.0,5.0,407.0,2.3503097040605643,6.0,0.014742014742014743
3589VT1T2BGMXIVHZGNGS492OQIJN8,5 minutes,0.030000000000000,938,IF,42.20,42.86,10.65,5.93,3.71,5.07,3.83,6.29,0.21,4.87,0.29,3589VT1T2BGMXIVHZGNGS492OQIJN8,300.0,0.03,938.0,4,0.409,56.0,4.0,11.2,14.0,11.0,14.0,15.0,11.0,19.0,11.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1152,0.54,0.9,3.0,0.0,0.0,0.0,1054.0,0.0,3648.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,15.0,14.0,140.0,3.2749003984063747,10.0,0.07142857142857142
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,2 hours,0.010000000000000,4978,IA,34.29,36.18,23.90,4.64,3.98,4.36,4.63,4.36,0.23,6.19,0.35,35DAEVU8JHJ10FFZ10EN4CRDQ8F870,7200.0,0.01,4978.0,3,0.4941,21.0,1.0,21.0,8.0,3.0,5.0,9.0,13.0,0.0,1.0,13.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.38,1.0,3.0,0.0,1.0,2.0,4937.0,64.0,88906.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,23.0,38.0,20.0,721.0,3.361794500723589,1.0,0.0013869625520110957
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,60 minutes,0.030000000000000,40,CC,50.00,57.00,28.57,9.69,6.77,9.15,5.64,2.62,0.32,2.99,0.29,35GRDJC92I6VOWRC3MF6JHNHWWLC7I,3600.0,0.03,40.0,2,0.1129,3.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1484,43.0,0.0,6.0,0.0,10462.0,712.0,163855.0,0.0,2.0,1.0,0.0,0.0,23.0,0.0,0.0,1028.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,358.0,3.0,14.0,2.0,0.0,176.0,113.0,26.0,2574.0,1.8796898449224613,0.0,0.0
35HIM1LU2HRMGPBVQO0P66HG1MBI5I,2 hours,0.070000000000000,2828,CC,52.38,54.83,25.66,7.08,5.78,7.00,5.61,9.67,0.30,5.53,0.16,35HIM1LU2HRMGPBVQO0P66HG1MBI5I,7200.0,0.07,2828.0,2,0.4485,129.0,24.0,14.89,26.0,6.0,30.0,48.0,58.0,46.0,27.0,12.0,11.0,4.0,0.0,0.0,0.0,0.0,0.56,0.64,1.0,0.0,0.0,0.0,0.0,1810.0,10.0,6777.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,1.0,33.0,0.0,1.0,3.0,18.0,26.0,197.0,4.484848484848484,0.0,0.0
35QUA2ABY634ZYN782PTB2BL5I8EGJ,2 hours,0.100000000000000,1,VV,37.67,40.15,14.12,3.69,3.68,4.23,3.61,6.38,0.17,5.01,0.15,35QUA2ABY634ZYN782PTB2BL5I8EGJ,7200.0,0.1,1.0,5,0.4656,15.0,1.0,15.0,2.0,8.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3214.0,24.0,11505.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,17.0,12.0,12.0,112.0,5.241187384044527,105.0,0.9375
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,20 minutes,0.020000000000000,5648,IA,23.71,26.64,15.00,2.64,3.64,3.45,3.62,7.36,0.08,6.92,0.09,35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,1200.0,0.02,5648.0,3,0.3745,9.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.0,0.0,0.0,0.0,771.0,10.0,13398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,9.0,3.0,108.0,3.7604790419161676,0.0,0.0
361LJMRMCQ5CDYJ025B6700NV8CUR4,60 minutes,0.030000000000000,1,SV,14.10,15.86,10.57,0.71,1.20,0.43,0.76,9.14,0.08,7.88,0.08,361LJMRMCQ5CDYJ025B6700NV8CUR4,3600.0,0.03,1.0,1,0.5103,79.0,4.0,19.75,11.0,15.0,10.0,22.0,10.0,15.0,21.0,33.0,10.0,0.0,0.0,0.0,0.0,0.0,0.38,0.748,0.88,0.0,0.0,9.0,0.0,1787.0,15.0,5246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,6.0,19.0,12.0,217.0,4.326923076923077,10.0,0.04608294930875576
369VX4MEOJAKM0DV8XRK62EAJWKGI1,3minutes,0.150000000000000,1,IA,34.30,35.86,20.05,4.57,4.29,4.93,4.95,9.93,0.19,4.89,0.22,369VX4MEOJAKM0DV8XRK62EAJWKGI1,180.0,0.15,1.0,3,0.2745,34.0,6.0,6.8,14.0,18.0,12.0,12.0,5.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2192,1.0,1.0,0.0,0.0,0.0,1687.0,1.0,6171.0,2.0,1.0,7.0,8.0,0.0,6.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,2.0,0.0,8.0,21.0,12.0,213.0,4.182370820668693,15.0,0.07042253521126761
36ARV8EEH67U95XPYN59VTZKFJ2VA1,60minutes,0.300000000000000,1,IF,52.13,53.10,19.07,6.40,5.17,6.20,4.64,5.20,0.40,5.35,0.44,36ARV8EEH67U95XPYN59VTZKFJ2VA1,3600.0,0.3,1.0,4,0.5765,8.0,2.0,4.0,1.0,0.0,1.0,0.0,7.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1315.0,10.0,4882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,26.0,9.0,173.0,4.165354330708661,8.0,0.046242774566473986
36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,60minutes,0.200000000000000,2557,IF,72.40,72.64,29.08,11.64,6.55,11.86,7.10,3.64,0.91,5.98,0.67,36FIWAXJH5YZ4NF13JA9L63DO7Z3AS,3600.0,0.2,2557.0,4,0.2827,188.0,41.0,31.67,79.0,51.0,48.0,99.0,40.0,17.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.396,0.5092,0.8036,4.0,0.0,21.0,0.0,13159.0,19.0,187950.0,0.0,11.0,3.0,0.0,0.0,3.0,0.0,3.0,41.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,0.0,0.0,39.0,3.0,19.0,3.0,0.0,32.0,130.0,49.0,1615.0,3.7729241877256317,89.0,0.055108359133126936
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,3hours,0.150000000000000,19396,VV,38.43,39.55,16.27,6.73,4.24,5.73,4.50,8.27,0.51,6.62,0.74,36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,10800.0,0.15,19396.0,5,0.2088,146.0,11.0,20.86,105.0,65.0,78.0,46.0,2.0,3.0,10.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2824,0.34,1.0,0.0,0.0,0.0,0.0,7257.0,4.0,26771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,66.0,85.0,77.0,789.0,3.358419057931781,50.0,0.06337135614702155
36HGGQAXL6L87J29O35QD9YQWSFBVG,24 hours,0.040000000000000,13,VV,27.50,29.67,19.93,3.08,3.42,3.33,3.85,11.92,0.12,4.70,0.09,36HGGQAXL6L87J29O35QD9YQWSFBVG,86400.0,0.04,13.0,5,0.684,17.0,2.0,8.5,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,923.0,12.0,3412.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,0.0,315.0,3.1901840490797544,0.0,0.0
36IAL8HYOXSPP9QYVLXZPMFW48E4R6,5 Minutes,0.010000000000000,1,SV,13.64,14.33,9.70,0.93,1.49,1.00,1.69,9.33,0.05,7.23,0.03,36IAL8HYOXSPP9QYVLXZPMFW48E4R6,300.0,0.01,1.0,1,0.4506,26.0,2.0,13.0,12.0,6.0,6.0,6.0,5.0,1.0,4.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.24,1.0,0.0,0.0,4.0,0.0,1868.0,23.0,25717.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,10.0,17.0,2.0,54.0,1.6919127086007701,0.0,0.0
36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,60 minutes,0.050000000000000,7,VV,45.22,47.23,13.10,4.77,4.68,6.23,3.92,3.69,0.25,4.21,0.30,36MWL0IRGCO0L6PQ7W22BBNT0ICOHL,3600.0,0.05,7.0,5,0.3864,29.0,2.0,14.5,11.0,6.0,8.0,13.0,8.0,7.0,6.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.32,0.98,6.0,0.0,5.0,6.0,6633.0,46.0,24982.0,0.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,1.0,0.0,6.0,111.0,18.0,1063.0,3.646417445482866,6.0,0.005644402634054563
36QDS77QN9NG5USZQM0XMAC2L97HFT,10 minutes,0.010000000000000,2413,IA,51.22,53.54,28.66,7.23,5.99,7.38,5.69,4.85,0.15,4.90,0.11,36QDS77QN9NG5USZQM0XMAC2L97HFT,600.0,0.01,2413.0,3,0.4704,181.0,32.0,17.0,26.0,49.0,49.0,16.0,15.0,60.0,42.0,42.0,20.0,12.0,0.0,0.0,0.0,0.0,0.66,0.7816,1.0,0.0,0.0,0.0,0.0,5154.0,1.0,8850.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,75.0,28.0,1156.0,3.87117212249208,2.0,0.0017301038062283738
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,60minutes,0.020000000000000,644,IF,45.90,49.29,22.78,7.50,5.20,8.57,5.54,4.57,0.20,5.73,0.19,36QDS77QN9Y3AP81GU3ZJ983H37HFJ,3600.0,0.02,644.0,4,0.4994,9.0,2.0,4.5,4.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,949.0,9.0,4433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,12.0,3.0,117.0,4.494252873563219,5.0,0.042735042735042736
36R3RQSDPTXRSZ6X7FR6HZHDYAF078,60 minutes,0.250000000000000,1,IF,63.30,63.14,18.25,10.86,4.88,10.36,4.18,8.64,0.34,6.13,0.13,36R3RQSDPTXRSZ6X7FR6HZHDYAF078,3600.0,0.25,1.0,4,0.3903,8.0,1.0,8.0,5.0,1.0,2.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,1677.0,7.0,5683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,0.0,5.0,20.0,15.0,199.0,4.84561403508772,7.0,0.035175879396984924
375FCEJV4GX4B1VR293XJCDD0I7CCJ,12 hours,0.600000000000000,1,CC,80.71,84.18,15.38,12.55,3.47,11.73,4.63,4.18,0.49,3.74,0.41,375FCEJV4GX4B1VR293XJCDD0I7CCJ,43200.0,0.6,1.0,2,0.3755,123.0,11.0,15.63,44.0,35.0,40.0,53.0,34.0,12.0,21.0,16.0,11.0,13.0,0.0,0.0,0.0,0.0,0.4424,0.714,1.0,2.0,0.0,33.0,0.0,49760.0,25.0,82659.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,0.0,1.0,75.0,74.0,1098.0,4.235560720511331,687.0,0.6256830601092896
