imageID, Answer.Q_ABILITY, Answer.Q_COMPLEX, Answer.Q_DIFFICULT, Answer.Q_Intresting, Answer.Q_OverallEffort, Answer.Q_TAKE
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,2,1,6,10,10
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,12,12,15,37,17
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,10,2,19,22,19
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,14,12,10,78,5
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,3,5,4,85,1
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,16,6,10,57,2
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,14,8,7,70,10
3BRG9Q58M1LAH7AQ01RWX47CRWFYQ2,1,6,6,10,28,15
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,6,2,2,47,1
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,11,14,1,52,0
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,14,14,15,56,10
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,-1,-1,-1,-1,-1
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,12,12,14,57,11
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,16,16,20,102,20
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,8,2,10,37,10
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,8,6,16,38,18
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,8,13,4,74,3
3EJ1F91ANSU6O8N3S3NGZ4GVCA2IZW,1,13,11,5,86,5
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,8,4,17,64,19
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,13,13,20,85,20
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,16,10,4,38,10
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,1,2,3,28,10
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,3,3,12,47,18
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,6,10,4,38,6
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,5,5,10,33,10
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,2,7,0,41,0
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,1,18,5,2,127,0
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,0,20,20,0,95,0
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,1,0,10,15,10
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,4,1,4,25,5
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,1,1,18,17,18
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,0,1,13,4,0
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,5,7,10,30,6
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,4,2,8,15,0
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,1,12,15,49,3
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,1,1,12,37,7
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,2,2,16,14,16
3UXCLCQO1UDWROO910PGOYLD3QJ20A,1,0,0,20,15,20
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,13,4,12,102,8
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,7,4,18,103,16
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,2,3,4,44,1
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,8,3,13,38,15
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,13,13,12,86,4
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,1,6,1,72,0
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,0,3,17,3,74,0
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,10,12,16,102,19
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,10,10,14,53,16
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,1,16,10,3,72,2
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,16,16,3,109,0
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,0,3,20,4,57,0
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,7,13,14,39,13
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,12,10,20,73,16
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,12,7,13,76,12
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,18,4,0,81,0
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,9,5,10,73,7
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,6,13,14,84,1
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,8,8,1,71,1
3MQJWSYXOHGDXJ3GAF96UH2KF625OC,1,11,10,10,46,7
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,16,17,0,144,1
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,10,19,2,113,0
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,20,20,0,150,0
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,13,13,8,77,4
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,20,20,6,140,0
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,19,20,3,72,0
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,20,20,0,66,0
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,16,16,10,85,1
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,20,20,12,149,0
3EOZAW762AHX3MFSNYKKE4EQ4INH8Q,0,20,20,1,149,0
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,0,0,10,3,20
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,3,3,4,57,15
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,15,12,2,51,2
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,15,8,2,62,1
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,14,2,0,55,1
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,17,18,7,37,9
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,12,12,12,27,13
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,12,11,7,84,7
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,16,8,0,57,2
3UV3KC5DTGMOGZ30EI3U2F567A15CS,1,6,6,3,36,3
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,2,0,20,14,20
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,5,6,17,27,9
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,4,9,9,71,5
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,6,6,14,38,14
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,12,12,14,27,14
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,10,8,8,90,5
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,8,2,8,34,4
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,2,1,0,38,-1
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,5,8,12,51,11
3UEL82N5TOKN43E6MBDHCIJ23C3NTV,1,4,5,8,50,14
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,1,1,10,21,10
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,0,0,18,27,20
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,0,0,14,15,20
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,0,1,18,14,19
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,0,0,14,38,20
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,-1,-1,-1,-1,-1
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,2,1,18,16,19
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,0,0,10,3,13
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,4,3,16,36,19
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_1,1,1,1,18,15,19
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,13,0,16,59,17
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,15,16,2,54,8
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,4,6,12,63,2
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,12,8,14,81,16
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,3,1,5,25,18
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,16,16,3,71,2
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,9,16,3,91,7
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,12,6,15,47,16
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,14,16,9,46,5
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,1,19,15,6,102,2
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,2,1,8,12,15
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,2,3,10,29,12
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,1,0,15,19,20
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,1,2,18,14,20
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,2,3,11,21,12
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,0,0,10,14,20
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,1,-1,20,11,1
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,9,8,10,71,10
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,10,4,12,44,10
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,1,18,12,11,39,2
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,1,1,2,57,2
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,9,13,1,70,1
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,9,4,2,39,0
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,14,14,1,74,1
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,0,6,8,5,58,1
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,6,6,6,27,6
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,4,4,18,36,15
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,16,10,2,51,2
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,5,4,0,33,3
3USZNBD0ID5Y2E7UC1NHCD5VH1M51A,1,5,4,11,27,4
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,0,5,14,46,20
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,8,12,10,86,20
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,11,5,13,38,14
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,1,4,10,31,20
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,0,0,16,9,20
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,0,5,13,6,54,1
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,5,4,3,38,1
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,5,11,0,120,7
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,0,0,0,38,16
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,1,16,16,10,72,6
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,2,2,9,28,11
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,4,3,16,14,10
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,18,18,3,102,0
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,8,9,2,67,0
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,12,6,6,39,9
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,0,0,18,27,20
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,2,2,1,47,1
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,11,12,8,101,8
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,10,10,0,40,0
3SI493PTSWP5AHPBIVTI1I8D7X4ZDI,1,4,12,6,88,5
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,0,1,15,39,13
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,4,4,20,34,20
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,3,2,15,38,2
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,0,0,20,37,20
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,5,2,3,56,4
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,17,15,2,116,1
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,12,4,13,45,14
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,10,8,16,27,12
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,3,5,15,51,15
3K27O5FVBZ6Y1U1OKHZVRLOYVIWW5C,1,6,6,16,38,17
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,2,2,3,37,4
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,0,0,9,24,2
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,4,4,12,65,4
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,6,5,7,49,10
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,6,6,6,36,14
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,-1,-1,-1,-1,-1
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,0,0,20,86,20
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,4,4,18,26,20
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,19,3,0,112,2
3D7N1211P8PBU1MJEXLJFBT15KWAMH,1,8,3,12,37,12
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,0,0,16,15,20
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,2,2,10,38,9
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,8,11,13,51,11
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,2,2,9,57,10
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,2,8,14,32,20
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,12,10,14,63,14
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,0,0,0,8,0
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,12,12,20,37,20
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,0,0,9,5,4
3QKP95RWR0AXY9I3VQ7SL2A7LGY5XG,1,1,1,5,36,8
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,14,14,18,39,16
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,1,1,15,36,16
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,14,10,14,41,16
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,8,8,16,39,20
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,4,7,9,19,3
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,0,1,1,42,1
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,5,4,10,39,10
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,8,2,2,51,1
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,-1,-1,-1,-1,-1
3XQ5ITPVUWC5A41L5RJWP1DP30VQTX,1,8,8,8,32,4
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,2,1,1,58,1
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,7,2,12,58,20
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,10,4,16,37,14
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,2,2,3,27,1
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,0,0,13,64,14
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,6,7,2,44,8
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,0,0,18,0,18
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,14,8,0,43,10
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,-1,-1,-1,-1,-1
3R0WG3C6FAYXA2OVFH1MKSVV7DKWL8,1,8,6,12,52,12
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,16,13,5,61,3
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,-1,-1,-1,-1,-1
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,0,0,11,32,15
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,1,0,5,34,1
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,10,10,0,103,0
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,0,14,2,2,38,0
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,16,10,10,113,-1
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,9,0,20,64,20
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,0,16,14,1,86,2
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,1,2,0,0,13,2
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,1,1,2,8,8,6
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,0,-1,-1,-1,-1,-1
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,1,16,16,4,111,6
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,1,2,8,0,71,0
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,1,16,13,4,129,0
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,1,7,5,1,71,0
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,0,13,20,2,86,0
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,1,8,4,8,81,2
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,1,14,10,4,100,10
3O5YJYPUSW7TWBM6KNWM44WLFH8KON,0,0,20,0,73,0
3D8B00U52IVJZWECZOBXRVFYHAV833,1,0,0,0,26,0
3D8B00U52IVJZWECZOBXRVFYHAV833,1,4,4,10,39,20
3D8B00U52IVJZWECZOBXRVFYHAV833,1,1,1,1,76,0
3D8B00U52IVJZWECZOBXRVFYHAV833,1,0,4,0,39,0
3D8B00U52IVJZWECZOBXRVFYHAV833,1,2,2,2,26,6
3D8B00U52IVJZWECZOBXRVFYHAV833,1,3,2,10,28,16
3D8B00U52IVJZWECZOBXRVFYHAV833,1,19,15,0,56,1
3D8B00U52IVJZWECZOBXRVFYHAV833,1,10,13,18,45,16
3D8B00U52IVJZWECZOBXRVFYHAV833,1,17,4,6,74,1
3D8B00U52IVJZWECZOBXRVFYHAV833,1,0,0,2,26,12
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,8,3,1,56,2
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,11,6,9,61,1
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,14,14,7,60,3
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,0,16,4,14,71,2
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,19,14,0,76,1
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,10,3,6,72,7
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,8,10,2,67,0
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,7,5,8,40,5
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,10,6,0,37,0
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP,1,20,12,7,98,0
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,4,1,5,17,7
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,4,1,15,39,19
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,0,0,18,26,18
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,5,2,10,29,14
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,2,2,16,27,20
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,2,0,20,114,20
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,3,2,18,38,19
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,1,1,16,13,20
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,1,0,10,17,17
3QPQKLUN2S87R374XHKKL49YI4M6SW,1,0,0,13,3,12
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,0,0,15,18,17
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,0,0,11,17,17
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,4,5,7,53,4
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,1,1,19,9,20
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,3,3,10,22,17
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,0,0,12,2,13
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,0,0,14,31,16
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,0,0,16,3,20
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,0,0,20,2,20
3TFUINTXNQRB8MQUNU8RNTUAF5A9TC,1,2,0,18,26,20
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,12,12,6,39,6
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,13,10,1,47,0
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,4,15,2,79,0
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,8,0,10,71,10
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,2,4,5,18,16
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,7,2,2,36,1
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,7,7,4,42,2
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,17,14,4,57,5
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,10,16,10,74,4
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,1,11,9,0,67,2
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,17,18,0,70,0
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,16,15,4,73,5
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,19,19,0,112,1
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,11,11,10,28,8
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,4,4,16,32,16
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,15,16,0,36,1
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,4,2,19,13,19
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,9,13,9,57,16
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,9,10,17,49,20
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,1,10,10,0,53,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,16,19,1,119,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,16,19,4,29,3
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,20,20,0,112,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,20,20,0,150,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,10,20,10,85,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,16,20,2,150,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,20,20,10,149,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,18,20,0,114,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,20,20,2,149,0
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,0,20,20,0,113,0
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,2,2,10,27,10
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,2,2,10,27,10
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,6,4,16,44,20
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,4,1,7,67,0
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,0,0,2,33,2
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,0,0,20,73,20
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,8,0,16,59,20
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,5,12,16,102,16
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,9,9,11,58,15
3LV0310AAZ5BVL06B1AU1YGZUNKDKM_1,1,2,2,12,47,11
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,15,15,1,93,1
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,12,10,14,71,10
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,20,20,2,140,0
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,-1,-1,-1,-1,-1
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,1,18,18,14,50,10
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,20,20,10,112,0
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,20,19,0,137,0
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,-1,-1,-1,-1,-1
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,20,20,0,115,0
3CYDGW98NMPSZAAQ0W8MOBJZSSBOM6,0,20,20,0,150,0
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,1,1,3,12,1
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,2,3,2,27,4
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,16,15,1,78,0
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,0,0,16,14,20
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,6,6,14,105,13
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,3,4,12,27,0
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,2,2,4,20,16
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,2,0,1,15,0
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,0,0,20,5,20
39UNKKTVDF8Y9H8JFO9U930XMBHYGJ,1,0,0,14,13,20
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,12,8,12,100,0
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,0,15,18,1,100,1
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,12,6,16,70,16
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,1,2,18,44,16
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,17,12,7,-1,3
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,4,2,19,49,19
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,14,14,15,56,1
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,14,13,2,27,1
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,15,15,4,85,1
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,1,6,11,2,82,2
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU,1,17,15,5,88,5
