imageID,WorkerId,Input.timeAlloted,Input.reward,Input.hitsAvailable,Answer.Q_ABILITY,Answer.Q_COMPLEX,Answer.Q_DIFFICULT,Answer.Q_FREQUENCY,Answer.Q_Frustration,Answer.Q_Intresting,Answer.Q_OverallEffort,Answer.Q_Performance,Answer.Q_TAKE,TLX,TLX_RAW
3HQI26VRPRS5H4RSBPY2KOCMRQ13R0,A1XJ9VFOJ4LP2X,60 minutes,0.02,6,Y,0,0,9,0,4,18,0,14,1,0.83
3F0Z1FPMUNUP6TOTMH2XGS6T5GJLYU,A1XJ9VFOJ4LP2X,7 minutes,0.05,3871,Y,0,0,13,0,4,26,0,20,7.33,10
3L8V324VIV0JU2BOPG7PUH68F6NF91,A1XJ9VFOJ4LP2X,60 minutes,0.03,2331,Y,0,0,10,0,5,21,1,9,1.67,0.83
3U47UEJKXD5R38RUXLMDWG1BUJXLBR,A1XJ9VFOJ4LP2X,60 minutes,0,12,Y,0,0,16,0,14,28,0,5,5.33,4.17
3XQ5ITPVUWCZXHDQO612ZU9R46PQTU,A1XJ9VFOJ4LP2X,60 minutes,0.04,2161,Y,0,0,8,0,13,33,0,13,2,1.67
3VXAY8PX9568FZGV4FQLLH1QFO0UBC,A1XJ9VFOJ4LP2X,3 Minutes,0.07,1,Y,0,0,4,0,5,13,0,16,11.33,14.17
34RF8KPUOTU14SPS6MXYXNPWVK7SBH,A1XJ9VFOJ4LP2X,45minutes,0.14,8216,Y,0,0,7,0,0,36,0,10,4,3.33
3T6UNEUZ5USMH6KL5FCL3O350KM199_2,A1XJ9VFOJ4LP2X,10minutes,0.02,15,Y,0,0,5,0,7,12,2,11,15.33,12.5
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,A1XJ9VFOJ4LP2X,60minutes,0.1,2277,Y,0,0,12,0,2,21,0,17,6,4.17
389X50RO4VDYCDHURIYQ7760LL5343,A1XJ9VFOJ4LP2X,4 minutes,0.15,984,Y,0,0,9,2,0,14,2,4,12.67,15
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A1XJ9VFOJ4LP2X,20 minutes,0.02,5648,Y,0,0,5,0,5,14,1,8,5,4.17
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,A1XJ9VFOJ4LP2X,60minutes,0.04,34,Y,0,0,17,0,17,38,0,13,1,0.83
36QDS77QN9NG5USZQM0XMAC2L97HFT,A1XJ9VFOJ4LP2X,10 minutes,0.01,2413,Y,0,0,7,0,2,9,0,7,5.33,6.67
3U47UEJKWC8E1D3WG0VTNM1UKCYBLF,A1XJ9VFOJ4LP2X,3 minutes,0.01,139,Y,0,1,11,1,13,25,0,15,12.33,15
3CTCX9NXC67QIV0KKFDEFSMCFTJJLN,A1XJ9VFOJ4LP2X,15 minutes,0.5,1,Y,0,1,16,0,12,35,0,20,5.33,5
3LE9INWSFWFC7U06C7E8H83VJHH0ML,A1XJ9VFOJ4LP2X,2 minutes,0.08,1,Y,0,0,17,0,18,37,0,20,8,10
3BZN229KV5TWHZF32GLR8LCC1TX6DS,A1XJ9VFOJ4LP2X,10minutes,0.08,2,Y,0,0,7,0,1,9,0,10,8,10
3CP9VRCFS74RV9VXRUIMMBYWTQDUEZ,A1XJ9VFOJ4LP2X,3 hours,0.25,9,Y,0,0,14,0,11,36,0,0,4,3.33
3D8B00U52IVJZWECZOBXRVFXL2U83O,A1YY98SJG37KSU,2hours,0.01,83,Y,4,2,1,8,0,38,0,1,21.33,23.33
36ARV8EEH67U95XPYN59VTZKFJ2VA1,A1YY98SJG37KSU,60minutes,0.3,1,Y,12,6,1,10,0,61,3,1,38.33,39.17
3F2SNR5B8MKSI92Q9DG0FV11BKO0HL,A1YY98SJG37KSU,2 hours,0.03,1,Y,16,12,4,16,2,91,4,0,55.33,58.33
3GZMSD8U5X9MRGKQIZ546O8UKC795T,A1YY98SJG37KSU,60minutes,0.05,17,Y,6,2,1,14,0,38,0,1,36,41.67
30GUUI0R316PRKEN69AJEXY15MMBCT,A1YY98SJG37KSU,15minutes,0.08,3,Y,3,2,4,2,4,51,0,4,20.67,25.83
3EX6YJ62T6GKTDIQJCCYD4JMD62ZJG,A1YY98SJG37KSU,30 minutes,0.2,4,Y,0,0,6,4,0,38,1,8,18,20
3YS67JKWKBTMNDQ3LRFOMM61VUK4X5,A1YY98SJG37KSU,60 Minutes,0.1,71,Y,2,1,1,6,0,38,1,0,11.67,14.17
36HGGQAXL6KTNEA2DMTHLEEUZ4CVBW,A1YY98SJG37KSU,3hours,0.15,19396,Y,2,2,10,4,10,27,18,10,70,51.67
3QNALI7B4SD1ONKL4C5DCUTXSZAZ55,A1YY98SJG37KSU,1 hours,0.01,59740,Y,0,1,4,2,4,30,0,4,7.33,7.5
3244QHISK2XKVEPCAXDY38M44I9L04,A1YY98SJG37KSU,24 hours,0.1,77,Y,4,2,0,6,6,50,0,1,23.33,25
3P15LLOAR9NU663LLUNNP8EDOYG9ZV,A1YY98SJG37KSU,60minutes,0.1,53,Y,14,8,1,14,1,57,2,1,41.33,45
3HYDIS22DXJRRCQBI3AE9ELUHK15NC,A1YY98SJG37KSU,10 minutes,0.2,29,Y,0,0,10,0,16,38,0,20,7.67,8.33
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,A1YY98SJG37KSU,45 minutes,0.03,24394,Y,16,3,3,18,0,86,1,2,49,57.5
3VS2P0ED9S9HPWVU5TDRGGPE3WLOZL,A1YY98SJG37KSU,60 minutes,0.2,1,Y,12,4,18,10,10,72,1,20,43.67,45.83
3GBCJUK5C2NMDEDWS686X6QI2G8KP3,A1YY98SJG37KSU,10 minutes,0.01,4,Y,1,0,2,6,2,38,1,0,20,25
3K9T2ON9ZE5ORLPELXZMHUO84LJMTT,A1YY98SJG37KSU,10 minutes,0.1,1,Y,12,3,3,8,15,73,6,16,50.33,49.17
38LYNH3Q4ODLGFNEHSAP2J87XNZMGY,A1YY98SJG37KSU,10 minutes,0.05,3,Y,6,0,2,10,0,38,0,1,24.67,31.67
3R39EOJX7BI6S1MO8YC8O4DE709FF7,A1YY98SJG37KSU,5minutes,0.05,3082,Y,0,0,3,0,2,27,0,18,7.33,10
3D3KZYB02J3NX4IAX3WJJNSJTAYV8O,A1YY98SJG37KSU,60 minutes,0.05,42,Y,18,14,1,16,0,72,2,0,46,50
3XLULPCEK6XSKDKZU2VPQEQSWADK07,A1YY98SJG37KSU,15minutes,0.05,3923,Y,8,2,8,8,0,38,2,2,28.67,35
3DPZKFEUVSIPT2ERNEAT4GS1UAKI44,A1YY98SJG37KSU,30minutes,0.5,6,Y,14,4,1,10,1,80,2,1,46.67,48.33
3R35RPFD8KSAWMKG8PKUBRZ71RYP19,A1YY98SJG37KSU,60 minutes,0.03,6009,Y,12,2,6,16,1,40,1,1,47,54.17
3EGCY5R6XYZQLTGPWNN8D6V7K3JYA2,A1YY98SJG37KSU,30minutes,1,1,N,20,20,4,14,0,113,10,0,50.67,48.33
3TJJ8HSJWJ7V3WKXYD3KKOVHU4N28W,A1YY98SJG37KSU,60 minutes,0.02,20,Y,0,0,10,0,10,38,0,14,16,13.33
3R35RPFD8KW5RVQQX9OYA2WSE711PN,A1YY98SJG37KSU,30 minutes,0.15,77,Y,16,2,1,18,0,61,2,2,36,46.67
3OQEO5BIM1SME8SFQJ108NKG2ZKU9F_1,A1YY98SJG37KSU,60 minutes,0.2,9,Y,16,14,2,14,1,86,8,2,59.33,61.67
33QM7VBL79CAH7ME53S2DMVHTOZ3QX,A1YY98SJG37KSU,16 Minutes,0.15,6,Y,14,10,6,16,4,86,2,2,55.33,66.67
3NJ4SYXGOJ3OVMOHUVEMN5U7YYPBNF,A1YY98SJG37KSU,30 minutes,0.04,445,Y,4,2,3,10,1,41,4,2,40.33,41.67
3AJ89545NQRFJUS6JU65GFBBEJ7BEW,A1YY98SJG37KSU,20 minutes,0.02,4228,Y,6,2,8,4,4,38,1,6,29,29.17
39Y8ZSVZXXM4Z9DMIL8I9OJZBK9VZ6,A1YY98SJG37KSU,60minutes,0.1,2277,Y,14,4,2,16,0,57,2,0,46,51.67
3GBCJUK5C2GRHG97MHYVG9NBQMOPK9,A1YY98SJG37KSU,60minutes,0.02,12225,Y,4,2,4,6,1,31,1,4,19,20
3T6UNEUZ5USMH6KL5FCL3O350KM199_1,A1YY98SJG37KSU,10minutes,0.02,15,Y,0,0,6,0,10,11,0,19,5,5
3GC8IVJ10EOCB71QWZ4YFX98VOS9NN,A1YY98SJG37KSU,60minutes,0.04,34,Y,16,8,1,18,4,72,1,0,48.33,54.17
3OJGK8O6MRNHZCTYHMEFS503K2OL5K,A1YY98SJG37KSU,3 hours,0.6,354,Y,16,8,1,16,4,101,1,1,53.33,56.67
38MNOT6KWIG21RX6PKH1YJB8VKDT05,A1YY98SJG37KSU,5 minutes,0.02,152,Y,0,0,10,1,2,21,0,14,21.67,25
3R39EOJX7B7B0RBVIOI0YF8QUNBFFR,A1YY98SJG37KSU,10minutes,0.03,7224,Y,0,0,10,1,6,20,0,18,2.33,3.33
3W718UE9EUVUJGAIW7WCSAJ232S8KV,A1YY98SJG37KSU,40 minutes,0.03,1,Y,0,0,16,0,2,14,0,20,0.67,0.83
3GAR7VLBJNEKQVA3XEJQ66MZFEXY4T,A21H2UDDHN8ZF,12 hours,0.9,29,Y,0,4,2,10,0,46,1,17,24.33,20
369VX4MEOJAKM0DV8XRK62EAJWKGI1,A21H2UDDHN8ZF,3minutes,0.15,1,Y,2,10,0,14,4,22,10,14,44,40
319N3DB42B6LKGW48RIT1IUY6MJEPG,A21H2UDDHN8ZF,45 minutes,0.07,3,Y,0,0,0,11,10,149,0,0,22.67,19.17
3244QHISK2XKVEPCAXDY38M44I9L04,A21H2UDDHN8ZF,24 hours,0.1,77,Y,0,2,0,6,1,24,3,16,14,13.33
34RF8KPUOTU14SPS6MXYXNPWVK1SBB,A21H2UDDHN8ZF,45 minutes,0.03,24394,Y,0,3,0,15,0,69,3,0,36,31.67
3XH5NKQXD1CEK1G2OFNXP2YO5CGQ1D,A21H2UDDHN8ZF,10 minutes,0.05,6,Y,2,0,0,7,0,27,3,17,40.33,32.5
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,A21H2UDDHN8ZF,60minutes,0.05,24476,Y,4,5,2,16,0,39,10,0,40.67,38.33
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,A21H2UDDHN8ZF,60 minutes,0.04,1,N,20,20,0,20,0,30,20,0,70.67,68.33
3D3X1L1OBIRB9XRZKHJ79UYYYTK1VU_2,A21H2UDDHN8ZF,60 minutes,0.2,346,Y,18,18,0,15,10,77,10,0,64.33,51.67
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,A21H2UDDHN8ZF,3 hours,0.5,1,Y,0,12,0,16,2,88,1,20,56.33,42.5
3D3KZYB03KLUXQ4AWC4FKH86OYE8VD,A21H2UDDHN8ZF,30 minutes,0.02,2,Y,0,0,6,0,6,5,0,20,3.67,2.5
3TO8OQV8RRE8TSS50K77OY4BTUOOLO,A21H2UDDHN8ZF,60 minutes,0.1,40,Y,4,4,1,1,12,27,6,18,30,24.17
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_1,A21H2UDDHN8ZF,60 minutes,0.05,399,Y,5,6,0,8,3,45,6,8,35.33,30
3O73QR1UY8O4VXGQ4UMU1W2GKGC94O,A21H2UDDHN8ZF,60 minutes,0.05,2,Y,0,0,0,12,0,38,2,0,19.33,20
3ID43DSF5JBJ2SZGW2H8HR9RGRT5G5,A21H2UDDHN8ZF,60 minutes,0.01,34,Y,0,0,1,2,2,5,0,18,3.33,3.33
35QUA2ABZ7MBAB0HZGYJHQ28USWGE7,A21H2UDDHN8ZF,20 minutes,0.02,5648,Y,0,2,0,4,0,13,5,1,13.33,16.67
375FCEJV4GX4B1VR293XJCDD0I7CCJ,A2435PZYVK2552,12 hours,0.6,1,Y,12,8,5,10,9,72,9,1,38.67,38.33
3AJ89545NQHYX91N7X3ADUYHKVTBEA,A2435PZYVK2552,60 minutes,0.2,26,Y,4,3,8,5,4,30,2,10,12.33,14.17
3UXCLCQO2V425H8F0OVWTKIEO3N20G,A2435PZYVK2552,60 minutes,0.3,1377,Y,10,6,3,9,3,41,6,8,28.33,30.83
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A2435PZYVK2552,5 hours,0.3,1,Y,8,2,6,8,2,40,4,5,23.67,22.5
3I5ZXD44JV69M8DWVE4I5ER80XVCJX,A2435PZYVK2552,3minutes,0.05,1,N,4,3,3,7,2,42,8,0,27.33,24.17
31QOF9ABLNAV27TO4PXO0GLATWO1L1,A2435PZYVK2552,10 minutes,0.45,98,N,17,8,2,15,4,70,12,2,52.33,54.17
3R35RPFD7J1GHLW8Y5PUB7E29XSP1C,A2435PZYVK2552,10 minutes,0.02,84,Y,4,4,6,4,4,34,2,3,19.67,20
3LBF4GRVWQC3B97WPKKEJO5WDODDDG,A2435PZYVK2552,60 minutes,0.01,79,Y,3,1,9,2,3,30,2,1,8,8.33
3ZXEP6UEFFQUF1V5KFZ2RFEFLM08OQ,A2435PZYVK2552,24 hours,0.09,2,Y,6,5,3,8,2,27,6,2,25,25
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,A2435PZYVK2552,60 minutes,0.03,40,Y,9,8,2,15,1,42,4,1,36.67,45.83
3GZMSD8U6Y8M82W4VRHXFG1G1IS95R,A2435PZYVK2552,60minutes,0.07,2,Y,6,3,3,6,5,41,12,6,38,35
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_1,A2435PZYVK2552,60 minutes,0.05,399,Y,3,3,3,6,3,34,6,3,21.67,21.67
3JT4BYK2Y4IL1Z22PAHP7P5PI0U2WH,A2435PZYVK2552,1 Hours,0.05,1,N,10,14,6,11,6,57,17,0,47.33,41.67
3YJAOW5N9PI929Z2OH5BG1NQ7AGNSB,A2435PZYVK2552,7 days,0.3,2,Y,5,6,2,8,2,61,5,1,28.33,29.17
3LE9INWSFWFC7U06C7E8H83VJHH0ML,A2435PZYVK2552,2 minutes,0.08,1,Y,3,2,7,4,1,20,2,18,23,22.5
36ARV8EEH67U95XPYN59VTZKFJ2VA1,A25YG9M911WA3T,60minutes,0.3,1,Y,12,16,1,18,1,80,8,1,60.33,55.83
3Q9ARQ9ZAP4L7I0LVYTFN28MIJR3MM_2,A25YG9M911WA3T,60minutes,0.4,1,Y,11,17,2,16,1,103,10,0,68,59.17
3PN7FLVWM45PCCC3MA18W1ODE9IYSJ,A25YG9M911WA3T,20 minutes,0.03,973,Y,14,16,4,18,1,94,11,1,72.33,62.5
3UXCLCQO1UDWROO910PGOYLD3QJ20A,A25YG9M911WA3T,60 minutes,0,2,Y,6,9,15,13,1,39,5,0,36.33,35
3YS67JKWKBTMNDQ3LRFOMM61VUK4X5,A25YG9M911WA3T,60 Minutes,0.1,71,Y,11,17,2,15,1,97,9,1,64,55.83
3GZMSD8U5X9MRGKQIZ546O8UKB695Q,A25YG9M911WA3T,60minutes,0.05,41,Y,4,8,1,14,1,72,1,1,36,35
3D7N1211O74L32LV8ZFDVQWGH61MAZ,A25YG9M911WA3T,15 minutes,0.02,2,Y,17,17,4,14,6,102,9,7,82.67,69.17
3F0Z1FPMUNWB7D1EFV5M6IVBAHELYR,A25YG9M911WA3T,10 minutes,0.06,100,Y,8,10,4,10,1,60,4,0,48.33,40
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,A25YG9M911WA3T,30 minutes,0.3,1,Y,12,14,9,11,2,89,8,2,62.67,50.83
37ZHE2JT1D250TKIB56TICN73UQ88W,A25YG9M911WA3T,20 minutes,0.03,20464,Y,12,10,10,15,1,78,3,0,51.33,45
3203J2GC2PK4HSXGZ2GG1073Z7V84O,A25YG9M911WA3T,2hours,0.06,81,Y,12,10,2,14,1,72,3,0,58.33,51.67
38GRQLZZQQCOARQX7FK2NWOBS4K0CN,A25YG9M911WA3T,6 minutes,0.01,29,Y,3,5,5,6,1,43,2,1,38,30
3XKJYHBF2QXEJ36G795O9QJC5X59SV,A25YG9M911WA3T,11 hours 47 minutes,0.02,1,Y,2,1,8,2,4,26,1,4,17,14.17
35DAEVU8JHJ10FFZ10EN4CRDQ8F870,A25YG9M911WA3T,2 hours,0.01,4978,N,18,16,1,16,3,106,17,0,75.33,66.67
3R8MKH13HFEBE45LFXZBD3ZAAT6QLU,A25YG9M911WA3T,60 minutes,0.04,1,N,17,19,0,14,2,101,18,0,67,60
3NCF7G1XKJPJCCJPOHEQSUA1GNWANP,A25YG9M911WA3T,30 Minutes,0.04,86,Y,11,12,10,10,5,80,4,0,49,40
3CTCX9NXB5M1LSUM0XPXZV8QE2WLJA,A25YG9M911WA3T,10 minutes,0,689,Y,13,15,0,19,1,80,10,0,69.67,62.5
3M6KHLIXGO95W4HFFOS373KMUDHIRT,A25YG9M911WA3T,60 minutes,0.5,2,Y,10,12,1,12,2,85,4,1,58,46.67
3PN7FLVWM45XULC6NHQRXFJ9Z5WSYC,A25YG9M911WA3T,3 hours,0.5,1,Y,15,16,4,14,6,88,6,10,59.33,50.83
31R9JPCYP6DVE0AQVNO2QFRENFMWRA,A25YG9M911WA3T,24 hours,0.02,24,Y,16,19,1,17,1,96,9,1,59.67,55
3YATNUOYWN28VJEWP8MVZLA65TU5R8,A25YG9M911WA3T,60 minutes,0.01,16,Y,14,15,1,15,1,75,9,1,58,52.5
3LJE53CC7VYWE1O3MIQ180XM33HESQ,A25YG9M911WA3T,60 minutes,0.02,3253,Y,8,11,13,13,1,65,5,0,45.67,41.67
35GRDJC92I6VOWRC3MF6JHNHWWLC7I,A25YG9M911WA3T,60 minutes,0.03,40,Y,15,10,1,15,1,90,3,1,55,49.17
3I5ZXD44JVHG9J4AOHWFS96B5XBJCP,A25YG9M911WA3T,4 minutes,0.01,1,Y,8,20,0,20,1,75,20,0,83,80.83
3R7DCNC1NO24TFH8BGUHQFOR9KEUDP_2,A25YG9M911WA3T,60 minutes,0.05,399,Y,16,15,3,16,1,89,8,1,56.33,50
3NJ4SYXGOJ3OVMOHUVEMN5U7YYPBNF,A25YG9M911WA3T,30 minutes,0.04,445,Y,12,9,10,14,11,66,17,9,47.33,48.33
37NNZ8MO7S6VRHEMSEGUVBLX898EQM,A25YG9M911WA3T,10minutes,0.02,1226,Y,6,6,10,5,8,37,3,8,33.67,26.67
3NE6EBGK47BU93BYGGU8IB2LO7NE35,A25YG9M911WA3T,2 hours,2,1,Y,17,18,7,17,3,107,14,3,65,60
330XZFCZ7R2IEZH3T3I3O6ANM0DXTM,A25YG9M911WA3T,10 minutes,0.05,35,Y,17,16,1,14,1,86,10,1,74.67,62.5
3T6UNEUZ5USMH6KL5FCL3O350KM199,A25YG9M911WA3T,10minutes,0.02,15,Y,10,10,2,19,1,46,5,0,57,53.33
3D8B00U52IVJZWECZOBXRVFXL2U83O,A28S6TTII9JDNI,2hours,0.01,83,Y,10,10,10,14,5,53,10,10,40,48.33
375MF9UHMRPR2XWE6NL8JC3TL1HSX9,A28S6TTII9JDNI,7 days,0.01,4,Y,2,2,10,2,4,33,0,10,5.33,6.67
36ARV8EEH67U95XPYN59VTZKFJ2VA1,A28S6TTII9JDNI,60minutes,0.3,1,Y,10,12,6,10,14,62,10,6,58,53.33
3O73QR1UY8O4VXGQ4UMU1W2GKFC94M,A28S6TTII9JDNI,60minutes,0.05,14,Y,2,4,10,4,4,30,3,10,18.67,19.17
37QHTW84X0Z4WRFH6C4VHQ7JNTDJDT,A28S6TTII9JDNI,5 days,0.2,1,Y,4,8,4,10,6,54,2,8,27.67,30.83
3EXC7SWSR38EV80UNYXZTOBA3ESHT8,A28S6TTII9JDNI,60minutes,0.02,1610,Y,4,10,6,10,10,59,10,10,36,41.67
3PBTVBPQ9UJW25OVYU5DFTVY5MMGLK,A28S6TTII9JDNI,7 daysays,0.15,6,Y,4,2,10,2,10,38,2,16,10.67,11.67
3S8DC08I2JZOJ6XAR5ADV2RBM80EJJ,A28S6TTII9JDNI,3 minutes,0.04,1,Y,4,10,10,10,10,65,4,10,62.67,50
3I5ZXD44JV69M8DWVE4I5ER80XVCJX_1,A28S6TTII9JDNI,3minutes,0.05,1,Y,2,10,10,10,4,52,4,10,53,42.5
3RRYB8LG3ZH82HFOZGL7ANT68BKKUX,A28S6TTII9JDNI,5 minutes,0.1,1,Y,10,4,14,6,10,41,2,16,46,36.67
3BHOG8KFNLAK9AB1ZQLEP6Q0T3RR81,A28S6TTII9JDNI,1 hours 12 minutes,3.24,1,Y,4,4,10,6,10,53,2,18,42,33.33
3R8NDUBSF67O3EBOSQ1IL6C0CLD4KT,A28S6TTII9JDNI,5 minutes,0.03,589,Y,2,6,10,4,10,60,2,10,40.67,28.33
3WAI7IWAXVDPIQMZBUA6WKWKGBTKCH,A28S6TTII9JDNI,10 minutes,0.06,2558,Y,4,10,10,10,10,52,4,2,37.33,36.67
36QDS77QN9Y3AP81GU3ZJ983H37HFJ,A28S6TTII9JDNI,60minutes,0.02,644,Y,10,10,8,10,10,50,4,6,26,28.33
3PBTVBPQ9UHWF8TU0BNM18QB456LGV,A28S6TTII9JDNI,15 minutes,0.02,35,Y,2,2,10,2,6,37,2,12,24.67,18.33
3AMAQJSW8I20H10ADEKNBNOAVRROI5,A28S6TTII9JDNI,60minutes,0.05,1,Y,10,10,6,12,6,60,4,8,33.33,38.33
3K3X4GGOSLN6JKEE0NBXYD5PV12MCO,A28S6TTII9JDNI,30 minutes,0.05,19963,Y,4,4,14,6,10,52,4,10,45.33,40
3J06FGISMVRO4EVZMT2NFJ1KME95KI,A28S6TTII9JDNI,60 minutes,0.01,5498,Y,4,4,16,6,10,29,2,16,14.67,18.33
34RF8KPUOTU14SPS6MXYXNPWVK1SBB_1,A28S6TTII9JDNI,45 minutes,0.03,24394,Y,2,6,14,4,10,50,4,14,28,25
3K0G5SYN9K0M6D335K10A1FE8RM8MU,A28S6TTII9JDNI,45 minutes,0.4,20,Y,6,10,4,14,6,71,4,2,37.67,40.83
3Z1VWDJDMCXXDMC10K62ECWQF20F8X,A28S6TTII9JDNI,5 minutes,0.05,4805,Y,10,10,10,10,10,57,6,10,58.67,48.33
32SOQFN7RN4Q5SNOXDF8KS0W4TRIPM,A28S6TTII9JDNI,10 minutes,0.02,1403,Y,2,2,10,2,2,33,2,16,28.67,21.67
35QUA2ABY634ZYN782PTB2BL5I8EGJ,A28S6TTII9JDNI,2 hours,0.1,1,Y,2,2,10,10,10,39,2,10,21.67,25.83
3AJ89545NQHYX91N7X3ADUYHKVTBEA,A28S6TTII9JDNI,60 minutes,0.2,26,Y,4,8,10,12,8,52,4,10,34.67,38.33
3FOA7RUSUPLLDDXZNITMB1EHL6FPGL,A28S6TTII9JDNI,60 minutes,0.1,6971,Y,2,2,12,2,10,28,2,14,13,12.5
3NVVDJT9G6OIY2RUWWJCMM9P5JCPXO,A28S6TTII9JDNI,60 minutes,0,1,Y,0,0,4,0,4,13,0,20,2.67,3.33
39Y8ZSVZWWM1XMK47AFGQNZOPQQVZE,A28S6TTII9JDNI,60 minutes,0.04,10,Y,4,6,10,10,6,40,4,10,21.33,26.67
33XMDKLTFSU7YK1SQJZ2MPHPZ4ZZCZ,A28S6TTII9JDNI,30 minutes,0.3,1,Y,4,4,14,2,10,41,0,14,24.33,20.83
3YKHA5XMY4LNHWQDYI2RHLTBGR3A75,A28S6TTII9JDNI,3 hours,0.05,1,Y,10,10,2,16,4,72,4,1,30.67,45
3NJ4SYXGOJNVJBRMT3TGCL1CL9UBNQ,A28S6TTII9JDNI,5 hours,0.3,1,Y,10,10,6,14,10,68,10,4,40.67,50
3MNPSGWWOQV9GBTQIUTZ7HIZXBCPUY,A28S6TTII9JDNI,24 hours,0.15,36,Y,2,2,16,2,10,27,2,16,19.33,18.33
31QOF9ABLNAV27TO4PXO0GLATWO1L1,A28S6TTII9JDNI,10 minutes,0.45,98,Y,10,12,6,10,10,85,6,10,62,53.33
3LBF4GRVWQC3B97WPKKEJO5WDODDDG,A28S6TTII9JDNI,60 minutes,0.01,79,Y,2,2,14,1,10,26,1,16,9.33,9.17
3DECMKXKT815JCLN1RI1KKDJDFAMBB,A28S6TTII9JDNI,15 minutes,0.01,1,Y,2,6,2,14,6,51,4,1,31.33,36.67
3VXAY8PXA67ITFS0HYENNTH6AGPBUQ,A28S6TTII9JDNI,3 hours,0.25,1,Y,10,16,1,14,10,101,10,1,47.33,51.67
3NCF7G1XJIORLK6VK0UD85LOJVCNAC,A28S6TTII9JDNI,15minutes,0.02,26,Y,6,10,12,10,10,72,4,10,52,48.33
3203J2GC2PK4HSXGZ2GG1073Z7V84O,A28S6TTII9JDNI,2hours,0.06,81,Y,2,4,10,6,4,41,3,10,15,20
3Z1VWDJDNDED63DNWYEYK1BZJ9X8FQ,A28S6TTII9JDNI,10 minutes,0.01,70584,Y,2,4,10,8,6,37,2,10,18,20
3JGLGV9D6KL86TQHYYZCMI0V13JD5Y,A28S6TTII9JDNI,7 minutes,0.05,200,Y,10,2,18,2,18,21,0,20,9.33,10
3Q4WZ5V3MNIH1FT2QKH2OURKHS1UGI,A28S6TTII9JDNI,30 minutes,0.05,11486,Y,2,8,4,10,8,45,4,6,26.67,28.33
32JEHGQ0QIPYH7JPSF8OLMHJ8AAU81,A28S6TTII9JDNI,45minutes,0.08,32,Y,2,2,10,2,10,37,2,14,12,13.33
3XCMB0010Q8CROANL93DZ0TZ7HDP3B,A28S6TTII9JDNI,10 minutes,0.03,6,Y,2,2,18,2,10,32,2,18,24,18.33
3XQ5ITPVVXEK5RIJJ0S4JMU41HATQO,A28S6TTII9JDNI,60minutes,0.05,24476,Y,4,6,10,10,6,40,4,6,24,26.67
38DNTK7MFN3UAZX8DF8S385AB3E10K,A28S6TTII9JDNI,60 minutes,0.1,523,Y,4,10,10,8,6,50,4,10,42.33,37.5
3LV0310AB0FIJI1LDLADGNAZ3BMKDF,A28S6TTII9JDNI,15minutes,0.03,1200,Y,2,2,16,2,10,27,2,18,12,11.67
3RPY1MM09GJ0DPT9E5P5CCJTRTWMHE,A28S6TTII9JDNI,15minutes,0.05,1,Y,2,4,10,2,10,38,4,15,35.33,28.33
3LLXQSS3GH7EI0TIBFCZBVHJURL2FW,A28S6TTII9JDNI,20 minutes,0.09,46,Y,2,4,14,4,8,45,2,15,22.33,19.17
37CCG24EIZSNBY0O0RYFBPCKLTQZRW_2,A28S6TTII9JDNI,30 minutes,0.15,1,Y,10,4,16,2,10,38,2,18,42.67,31.67
3DXFGU9SLODY46WA7XIQCVBUTMKEXQ,A28S6TTII9JDNI,2 hours,0.9,1,Y,10,10,14,10,10,86,4,10,47.33,48.33
3L8V324VIVQEQ524CR2N49U2T8GF9N,A28S6TTII9JDNI,11 minutes 40 S,0.02,1060,Y,6,10,6,14,6,57,6,2,46.67,48.33
3TFUINTXMP1P2TVK22ZNBIA74UYT95,A28S6TTII9JDNI,60 minutes,0.05,294,Y,1,10,1,16,2,73,6,1,36.67,46.67
39393HGTI5QMIY6JHIT1M5IIGWJEOF,A28S6TTII9JDNI,15 minutes,0.12,200,N,10,20,0,10,2,86,20,0,60,60
31H4HIBP9AWNGDF6JZY7J01Z8LG5HP,A28S6TTII9JDNI,5 minutes,0.08,47,Y,2,4,6,10,8,52,4,10,51.33,43.33
3HL3WX653BXN6QCFW6M6ATC7KPGPQT,A28S6TTII9JDNI,60 minutes,0.2,1,Y,3,5,10,2,10,48,2,10,23.33,20
38IOEK81UIQHG7BFV93TAAEQ3W496W,A28S6TTII9JDNI,10 minutes,0.03,1,Y,2,16,4,10,14,84,10,8,68.67,58.33
38464Y8J3VK9Y56OSLPV9KDIFIGV4J,A28S6TTII9JDNI,60 minutes,0.05,3,Y,0,0,16,0,4,14,0,20,7.33,5.83
